"4","Купил год назад. Доволен вполне и даже очень. Цвет отличный, для этой диагонали высокое разрешение, цена смехотворная по сравнению с грандами. Единственная мелочь - ножка ""живая"", нежесткая. Советую всем, кто не гонится за брендами."
"4","кажется непрочной ножка-подставка монитора, почти не наклоняется монитор-ни вперед ни назад. А так неплохо, для такой цены!"
"3","Подставка слабая, монитор шатается"
