"5","Купили 4 монітори до офісу. Стоять близько 3 місяців. Переваги описано вище. Спокійно стають на звичайну стойку."
"5","Монитор шикарный. Картинка просто замечательная. Тем, кто работает в сфере графического дизайна - рекомендую. Внимательно выбирайте модель, на некоторых сайтах указана матрица TN, возможно, старая версия. В новой - PLS, разъемы HDMI и DisplayPort. Подключать лучше через HDMI, потому как появляется доп. настройка изображения. Стильный, строгий дизайн, ничего лишнего. Рамка 11-12 мм. Думаю, что в этой ценовой категории - конкурентов у него нет."
